NAME,LATITUDE,LONGITUDE,PUNTO ZWF,PROPIETARIO,CONTRATO,SECTOR
ZWF AREA 453,4.852851,-72.779609,POINT (-72.779609 4.852851),GOBIERNO,BPIN 20233623334144,TURISTICO
ZWF AREA 454,4.083116,-72.431761,POINT (-72.431761 4.083116),EMPRESA,BPIN 20235764780817,INDUSTRIAL
ZWF AREA 455,4.967053,-72.695346,POINT (-72.695346 4.967053),EMPRESA,BPIN 20239362190965,RURAL
ZWF AREA 456,4.920232,-72.549247,POINT (-72.549247 4.920232),PARTICULAR,BPIN 20235141291232,RURAL
ZWF AREA 457,4.183208,-72.739131,POINT (-72.739131 4.183208),PARTICULAR,BPIN 20239067954101,RURAL
ZWF AREA 458,4.36842,-72.457497,POINT (-72.457497 4.36842),GOBIERNO,BPIN 20232650979579,URBANO
ZWF AREA 459,4.628963,-72.297874,POINT (-72.297874 4.628963),EMPRESA,BPIN 20236699829299,URBANO
ZWF AREA 460,4.053306,-72.297604,POINT (-72.297604 4.053306),PARTICULAR,BPIN 20239447753961,TURISTICO
ZWF AREA 461,4.803136,-72.642458,POINT (-72.642458 4.803136),GOBIERNO,BPIN 20237476214583,RURAL
ZWF AREA 462,4.531037,-72.162579,POINT (-72.162579 4.531037),PARTICULAR,BPIN 20231549103847,RURAL
ZWF AREA 463,4.934659,-72.437303,POINT (-72.437303 4.934659),PARTICULAR,BPIN 20238387116148,INDUSTRIAL
ZWF AREA 464,4.539248,-72.156644,POINT (-72.156644 4.539248),GOBIERNO,BPIN 20239385085463,URBANO
ZWF AREA 465,4.797291,-72.223838,POINT (-72.223838 4.797291),EMPRESA,BPIN 20232001109932,TURISTICO
ZWF AREA 466,4.172364,-72.116556,POINT (-72.116556 4.172364),PARTICULAR,BPIN 20237635171684,TURISTICO
ZWF AREA 467,4.622284,-72.441379,POINT (-72.441379 4.622284),PARTICULAR,BPIN 20231378563033,INDUSTRIAL
ZWF AREA 468,4.816357,-72.685638,POINT (-72.685638 4.816357),GOBIERNO,BPIN 20236366258995,TURISTICO
ZWF AREA 469,4.506247,-72.351563,POINT (-72.351563 4.506247),ENTIDAD,BPIN 20234616814993,INDUSTRIAL
ZWF AREA 470,4.447883,-72.255313,POINT (-72.255313 4.447883),PARTICULAR,BPIN 20234482299978,URBANO
ZWF AREA 471,4.774444,-72.852522,POINT (-72.852522 4.774444),EMPRESA,BPIN 20238086451688,URBANO
ZWF AREA 472,4.217804,-72.884473,POINT (-72.884473 4.217804),ENTIDAD,BPIN 20236708372609,INDUSTRIAL
ZWF AREA 473,4.092514,-72.553796,POINT (-72.553796 4.092514),PARTICULAR,BPIN 20238280207117,URBANO
ZWF AREA 474,4.870643,-72.96869,POINT (-72.96869 4.870643),EMPRESA,BPIN 20231963761595,TURISTICO
ZWF AREA 475,4.873019,-72.367913,POINT (-72.367913 4.873019),ENTIDAD,BPIN 20236104624475,RURAL
ZWF AREA 476,4.531571,-72.702259,POINT (-72.702259 4.531571),EMPRESA,BPIN 20233503607608,URBANO
ZWF AREA 477,4.604325,-72.044783,POINT (-72.044783 4.604325),GOBIERNO,BPIN 20231979310747,TURISTICO
ZWF AREA 478,4.271304,-72.174778,POINT (-72.174778 4.271304),EMPRESA,BPIN 20237973694008,RURAL
ZWF AREA 479,4.706168,-72.785727,POINT (-72.785727 4.706168),ENTIDAD,BPIN 20236460379358,INDUSTRIAL
ZWF AREA 480,4.765188,-72.065403,POINT (-72.065403 4.765188),ENTIDAD,BPIN 20233571510444,URBANO
ZWF AREA 481,4.648704,-72.89444,POINT (-72.89444 4.648704),GOBIERNO,BPIN 20238365249482,TURISTICO
ZWF AREA 482,4.937671,-72.411296,POINT (-72.411296 4.937671),GOBIERNO,BPIN 20231960360281,TURISTICO
ZWF AREA 483,4.081684,-72.268635,POINT (-72.268635 4.081684),PARTICULAR,BPIN 20233634085767,RURAL
ZWF AREA 484,4.399441,-72.773774,POINT (-72.773774 4.399441),GOBIERNO,BPIN 20238110284745,RURAL
ZWF AREA 485,4.318316,-72.830339,POINT (-72.830339 4.318316),PARTICULAR,BPIN 20231713924669,TURISTICO
ZWF AREA 486,4.325426,-72.941718,POINT (-72.941718 4.325426),EMPRESA,BPIN 20235279100107,INDUSTRIAL
ZWF AREA 487,4.447426,-72.439245,POINT (-72.439245 4.447426),PARTICULAR,BPIN 20235739329250,RURAL
ZWF AREA 488,4.285196,-72.504487,POINT (-72.504487 4.285196),EMPRESA,BPIN 20233079468179,INDUSTRIAL
ZWF AREA 489,4.723027,-72.532558,POINT (-72.532558 4.723027),EMPRESA,BPIN 20239600959833,URBANO
ZWF AREA 490,4.480757,-72.426642,POINT (-72.426642 4.480757),EMPRESA,BPIN 20236513840138,RURAL
ZWF AREA 491,4.088229,-72.121507,POINT (-72.121507 4.088229),PARTICULAR,BPIN 20235953117414,RURAL
ZWF AREA 492,4.987236,-72.823355,POINT (-72.823355 4.987236),EMPRESA,BPIN 20237286376670,INDUSTRIAL
ZWF AREA 493,4.54133,-72.159982,POINT (-72.159982 4.54133),EMPRESA,BPIN 20238386540288,RURAL
ZWF AREA 494,4.845254,-72.562598,POINT (-72.562598 4.845254),PARTICULAR,BPIN 20232175448713,TURISTICO
ZWF AREA 495,4.703447,-72.295819,POINT (-72.295819 4.703447),ENTIDAD,BPIN 20236128230616,URBANO
ZWF AREA 496,4.31627,-72.367011,POINT (-72.367011 4.31627),EMPRESA,BPIN 20239267920708,RURAL
ZWF AREA 497,4.572521,-72.052448,POINT (-72.052448 4.572521),GOBIERNO,BPIN 20233919265662,URBANO
ZWF AREA 498,4.714427,-72.724372,POINT (-72.724372 4.714427),EMPRESA,BPIN 20239965649510,RURAL
ZWF AREA 499,4.564396,-72.818226,POINT (-72.818226 4.564396),PARTICULAR,BPIN 20239199269507,INDUSTRIAL
ZWF AREA 500,4.100743,-72.376779,POINT (-72.376779 4.100743),PARTICULAR,BPIN 20237064364047,TURISTICO
ZWF AREA 501,4.229425,-72.591959,POINT (-72.591959 4.229425),EMPRESA,BPIN 20239662825208,RURAL
ZWF AREA 502,4.518751,-72.56766,POINT (-72.56766 4.518751),EMPRESA,BPIN 20237690834095,INDUSTRIAL
ZWF AREA 503,4.047106,-72.714754,POINT (-72.714754 4.047106),EMPRESA,BPIN 20236604718369,URBANO
ZWF AREA 504,4.633425,-72.895526,POINT (-72.895526 4.633425),PARTICULAR,BPIN 20238646342442,URBANO
ZWF AREA 505,4.289456,-72.775071,POINT (-72.775071 4.289456),GOBIERNO,BPIN 20233719512334,TURISTICO
ZWF AREA 506,4.06195,-72.640261,POINT (-72.640261 4.06195),ENTIDAD,BPIN 20239957383362,TURISTICO
ZWF AREA 507,4.254684,-72.240634,POINT (-72.240634 4.254684),ENTIDAD,BPIN 20239841634413,INDUSTRIAL
ZWF AREA 508,4.464638,-72.885843,POINT (-72.885843 4.464638),GOBIERNO,BPIN 20234974580371,URBANO
ZWF AREA 509,4.174603,-72.36295,POINT (-72.36295 4.174603),ENTIDAD,BPIN 20231933300730,URBANO
ZWF AREA 510,4.815011,-72.210345,POINT (-72.210345 4.815011),PARTICULAR,BPIN 20235093193573,TURISTICO
ZWF AREA 511,4.201681,-72.238625,POINT (-72.238625 4.201681),EMPRESA,BPIN 20234202015237,INDUSTRIAL
ZWF AREA 512,4.497909,-72.140276,POINT (-72.140276 4.497909),ENTIDAD,BPIN 20235693669829,URBANO
ZWF AREA 513,4.064156,-72.809735,POINT (-72.809735 4.064156),GOBIERNO,BPIN 20232473377831,RURAL
ZWF AREA 514,4.180935,-72.038152,POINT (-72.038152 4.180935),EMPRESA,BPIN 20239764719001,URBANO
ZWF AREA 515,4.823434,-72.683973,POINT (-72.683973 4.823434),EMPRESA,BPIN 20238677675136,URBANO
ZWF AREA 516,4.392334,-72.645971,POINT (-72.645971 4.392334),ENTIDAD,BPIN 20233334175998,RURAL
ZWF AREA 517,4.706111,-72.240134,POINT (-72.240134 4.706111),ENTIDAD,BPIN 20239936859818,URBANO
ZWF AREA 518,4.012624,-72.017785,POINT (-72.017785 4.012624),ENTIDAD,BPIN 20234799880047,INDUSTRIAL
ZWF AREA 519,4.09587,-72.841573,POINT (-72.841573 4.09587),EMPRESA,BPIN 20232235928075,TURISTICO
ZWF AREA 520,4.212504,-72.878911,POINT (-72.878911 4.212504),EMPRESA,BPIN 20232991088564,RURAL
ZWF AREA 521,4.590759,-72.118261,POINT (-72.118261 4.590759),ENTIDAD,BPIN 20236751773187,URBANO
ZWF AREA 522,4.344322,-72.881186,POINT (-72.881186 4.344322),GOBIERNO,BPIN 20236587718336,URBANO
ZWF AREA 523,4.295131,-72.47829,POINT (-72.47829 4.295131),GOBIERNO,BPIN 20237103148363,RURAL
ZWF AREA 524,4.110812,-72.093554,POINT (-72.093554 4.110812),ENTIDAD,BPIN 20238303191690,TURISTICO
ZWF AREA 525,4.384028,-72.613204,POINT (-72.613204 4.384028),GOBIERNO,BPIN 20233111598126,RURAL
ZWF AREA 526,4.785873,-72.152028,POINT (-72.152028 4.785873),GOBIERNO,BPIN 20235522724658,URBANO
ZWF AREA 527,4.568715,-72.55739,POINT (-72.55739 4.568715),GOBIERNO,BPIN 20236343114805,TURISTICO
ZWF AREA 528,4.736461,-72.544296,POINT (-72.544296 4.736461),GOBIERNO,BPIN 20236754425651,TURISTICO
ZWF AREA 529,4.547037,-72.114364,POINT (-72.114364 4.547037),PARTICULAR,BPIN 20231136977698,URBANO
ZWF AREA 530,4.921374,-72.016997,POINT (-72.016997 4.921374),PARTICULAR,BPIN 20231437191040,URBANO
ZWF AREA 531,4.45818,-72.022493,POINT (-72.022493 4.45818),EMPRESA,BPIN 20231372509197,URBANO
ZWF AREA 532,4.242977,-72.51075,POINT (-72.51075 4.242977),EMPRESA,BPIN 20232292397759,URBANO
ZWF AREA 533,4.735123,-72.664529,POINT (-72.664529 4.735123),PARTICULAR,BPIN 20233142074365,RURAL
ZWF AREA 534,4.549171,-72.929066,POINT (-72.929066 4.549171),EMPRESA,BPIN 20233597383678,INDUSTRIAL
ZWF AREA 535,4.348255,-72.45821,POINT (-72.45821 4.348255),PARTICULAR,BPIN 20235517111943,RURAL
ZWF AREA 536,4.90342,-72.317999,POINT (-72.317999 4.90342),ENTIDAD,BPIN 20239559330449,TURISTICO
ZWF AREA 537,4.617184,-72.328533,POINT (-72.328533 4.617184),ENTIDAD,BPIN 20236473887454,URBANO
ZWF AREA 538,4.201099,-72.7477,POINT (-72.7477 4.201099),ENTIDAD,BPIN 20233729582799,URBANO
ZWF AREA 539,4.883116,-72.117494,POINT (-72.117494 4.883116),ENTIDAD,BPIN 20239783959138,INDUSTRIAL
ZWF AREA 540,4.352264,-72.834026,POINT (-72.834026 4.352264),PARTICULAR,BPIN 20233711627434,INDUSTRIAL
ZWF AREA 541,4.63904,-72.53388,POINT (-72.53388 4.63904),ENTIDAD,BPIN 20234222916289,URBANO
ZWF AREA 542,4.101672,-72.237608,POINT (-72.237608 4.101672),ENTIDAD,BPIN 20237363735430,URBANO
ZWF AREA 543,4.706159,-72.691211,POINT (-72.691211 4.706159),GOBIERNO,BPIN 20236680422855,RURAL
ZWF AREA 544,4.114147,-72.311105,POINT (-72.311105 4.114147),ENTIDAD,BPIN 20236802469622,RURAL
ZWF AREA 545,4.659272,-72.798863,POINT (-72.798863 4.659272),EMPRESA,BPIN 20239198382513,URBANO
ZWF AREA 546,4.511608,-72.538395,POINT (-72.538395 4.511608),GOBIERNO,BPIN 20236327492824,TURISTICO
ZWF AREA 547,4.391671,-72.748934,POINT (-72.748934 4.391671),EMPRESA,BPIN 20232934216362,TURISTICO
ZWF AREA 548,4.169621,-72.36736,POINT (-72.36736 4.169621),ENTIDAD,BPIN 20231083866718,RURAL
ZWF AREA 549,4.910611,-72.850284,POINT (-72.850284 4.910611),GOBIERNO,BPIN 20231426575269,URBANO
ZWF AREA 550,4.497409,-72.442382,POINT (-72.442382 4.497409),GOBIERNO,BPIN 20231389707778,TURISTICO
ZWF AREA 551,4.828153,-72.911516,POINT (-72.911516 4.828153),GOBIERNO,BPIN 20239422642691,INDUSTRIAL
ZWF AREA 552,4.044595,-72.811343,POINT (-72.811343 4.044595),PARTICULAR,BPIN 20231641794313,TURISTICO
ZWF AREA 553,4.820339,-72.862025,POINT (-72.862025 4.820339),ENTIDAD,BPIN 20236946135882,TURISTICO
ZWF AREA 554,4.771481,-72.572195,POINT (-72.572195 4.771481),EMPRESA,BPIN 20239643613716,INDUSTRIAL
ZWF AREA 555,4.417554,-72.928122,POINT (-72.928122 4.417554),ENTIDAD,BPIN 20232558641846,INDUSTRIAL
ZWF AREA 556,4.173164,-72.319071,POINT (-72.319071 4.173164),ENTIDAD,BPIN 20232162489908,RURAL
ZWF AREA 557,4.31989,-72.543949,POINT (-72.543949 4.31989),PARTICULAR,BPIN 20239478653411,URBANO
ZWF AREA 558,4.011637,-72.244136,POINT (-72.244136 4.011637),GOBIERNO,BPIN 20231337549508,TURISTICO
ZWF AREA 559,4.006492,-72.29704,POINT (-72.29704 4.006492),GOBIERNO,BPIN 20234847046749,RURAL
ZWF AREA 560,4.046165,-72.050493,POINT (-72.050493 4.046165),PARTICULAR,BPIN 20237883854562,URBANO
ZWF AREA 561,4.028458,-72.91276,POINT (-72.91276 4.028458),PARTICULAR,BPIN 20237637046782,RURAL
ZWF AREA 562,4.407315,-72.838077,POINT (-72.838077 4.407315),GOBIERNO,BPIN 20232467291536,TURISTICO
ZWF AREA 563,4.563743,-72.785431,POINT (-72.785431 4.563743),PARTICULAR,BPIN 20239460777344,URBANO
ZWF AREA 564,4.689141,-72.556431,POINT (-72.556431 4.689141),GOBIERNO,BPIN 20235859497622,URBANO
ZWF AREA 565,4.345939,-72.103586,POINT (-72.103586 4.345939),PARTICULAR,BPIN 20233274087891,URBANO
ZWF AREA 566,4.099698,-72.32135,POINT (-72.32135 4.099698),ENTIDAD,BPIN 20232343447647,INDUSTRIAL
ZWF AREA 567,4.043303,-72.905462,POINT (-72.905462 4.043303),ENTIDAD,BPIN 20232344241887,URBANO
ZWF AREA 568,4.273173,-72.512694,POINT (-72.512694 4.273173),EMPRESA,BPIN 20233555213169,URBANO
ZWF AREA 569,4.491661,-72.761398,POINT (-72.761398 4.491661),EMPRESA,BPIN 20236721749703,URBANO
ZWF AREA 570,4.845527,-72.629081,POINT (-72.629081 4.845527),GOBIERNO,BPIN 20237991825267,INDUSTRIAL
ZWF AREA 571,4.084896,-72.189633,POINT (-72.189633 4.084896),PARTICULAR,BPIN 20234406714055,TURISTICO
ZWF AREA 572,4.170332,-72.836047,POINT (-72.836047 4.170332),GOBIERNO,BPIN 20233135789452,URBANO
ZWF AREA 573,4.039472,-72.061787,POINT (-72.061787 4.039472),PARTICULAR,BPIN 20236221519734,TURISTICO
ZWF AREA 574,4.239781,-72.382743,POINT (-72.382743 4.239781),ENTIDAD,BPIN 20232071291486,URBANO
ZWF AREA 575,4.549307,-72.418708,POINT (-72.418708 4.549307),PARTICULAR,BPIN 20238400457844,URBANO
ZWF AREA 576,4.260325,-72.012444,POINT (-72.012444 4.260325),PARTICULAR,BPIN 20235393698223,RURAL
ZWF AREA 577,4.997935,-72.668741,POINT (-72.668741 4.997935),GOBIERNO,BPIN 20235017049211,RURAL
ZWF AREA 578,4.643256,-72.285473,POINT (-72.285473 4.643256),PARTICULAR,BPIN 20237981426742,INDUSTRIAL
ZWF AREA 579,4.56923,-72.707152,POINT (-72.707152 4.56923),GOBIERNO,BPIN 20234841547320,TURISTICO
ZWF AREA 580,4.441031,-72.275851,POINT (-72.275851 4.441031),EMPRESA,BPIN 20239390012128,TURISTICO
ZWF AREA 581,4.460693,-72.36813,POINT (-72.36813 4.460693),ENTIDAD,BPIN 20239439225122,RURAL
ZWF AREA 582,4.540129,-72.575479,POINT (-72.575479 4.540129),EMPRESA,BPIN 20232639785283,INDUSTRIAL
ZWF AREA 583,4.231792,-72.975785,POINT (-72.975785 4.231792),PARTICULAR,BPIN 20232453086936,TURISTICO
ZWF AREA 584,4.592369,-72.793819,POINT (-72.793819 4.592369),GOBIERNO,BPIN 20231360488863,INDUSTRIAL
ZWF AREA 585,4.047246,-72.573075,POINT (-72.573075 4.047246),EMPRESA,BPIN 20239392604523,RURAL
ZWF AREA 586,4.386524,-72.379951,POINT (-72.379951 4.386524),PARTICULAR,BPIN 20239253742186,TURISTICO
ZWF AREA 587,4.357733,-72.916567,POINT (-72.916567 4.357733),ENTIDAD,BPIN 20236896869180,URBANO
ZWF AREA 588,4.633143,-72.236747,POINT (-72.236747 4.633143),PARTICULAR,BPIN 20236714627103,INDUSTRIAL
ZWF AREA 589,4.473601,-72.435632,POINT (-72.435632 4.473601),PARTICULAR,BPIN 20239367715968,TURISTICO
ZWF AREA 590,4.487801,-72.291492,POINT (-72.291492 4.487801),GOBIERNO,BPIN 20235564563825,TURISTICO
ZWF AREA 591,4.799898,-72.249433,POINT (-72.249433 4.799898),EMPRESA,BPIN 20232529308974,TURISTICO
ZWF AREA 592,4.885268,-72.88189,POINT (-72.88189 4.885268),EMPRESA,BPIN 20231095843165,TURISTICO
ZWF AREA 593,4.774082,-72.468578,POINT (-72.468578 4.774082),ENTIDAD,BPIN 20239151825556,TURISTICO
ZWF AREA 594,4.838876,-72.530802,POINT (-72.530802 4.838876),ENTIDAD,BPIN 20233513037057,RURAL
ZWF AREA 595,4.987623,-72.249211,POINT (-72.249211 4.987623),PARTICULAR,BPIN 20234080745401,INDUSTRIAL
ZWF AREA 596,4.221031,-72.46708,POINT (-72.46708 4.221031),EMPRESA,BPIN 20238432130232,URBANO
ZWF AREA 597,4.80219,-72.518291,POINT (-72.518291 4.80219),PARTICULAR,BPIN 20235610822211,TURISTICO
ZWF AREA 598,4.073843,-72.970014,POINT (-72.970014 4.073843),ENTIDAD,BPIN 20232296974057,RURAL
ZWF AREA 599,4.076853,-72.105923,POINT (-72.105923 4.076853),ENTIDAD,BPIN 20239968037195,RURAL
ZWF AREA 600,4.711482,-72.354859,POINT (-72.354859 4.711482),EMPRESA,BPIN 20236948980730,TURISTICO
ZWF AREA 601,4.408373,-72.200484,POINT (-72.200484 4.408373),EMPRESA,BPIN 20237768296346,URBANO
ZWF AREA 602,4.831646,-72.578673,POINT (-72.578673 4.831646),EMPRESA,BPIN 20239318837887,RURAL
ZWF AREA 603,4.093005,-72.445985,POINT (-72.445985 4.093005),EMPRESA,BPIN 20239106759459,URBANO
ZWF AREA 604,4.411845,-72.935712,POINT (-72.935712 4.411845),GOBIERNO,BPIN 20232298095176,INDUSTRIAL
ZWF AREA 605,4.958554,-72.751076,POINT (-72.751076 4.958554),PARTICULAR,BPIN 20236108285397,TURISTICO
ZWF AREA 606,4.253977,-72.230927,POINT (-72.230927 4.253977),ENTIDAD,BPIN 20234852539746,INDUSTRIAL
ZWF AREA 607,4.784368,-72.314492,POINT (-72.314492 4.784368),GOBIERNO,BPIN 20232151063789,TURISTICO
ZWF AREA 608,4.430058,-72.345366,POINT (-72.345366 4.430058),GOBIERNO,BPIN 20237398010163,RURAL
ZWF AREA 609,4.781651,-72.822551,POINT (-72.822551 4.781651),PARTICULAR,BPIN 20232892255810,URBANO
ZWF AREA 610,4.787106,-72.392309,POINT (-72.392309 4.787106),ENTIDAD,BPIN 20239889607947,TURISTICO
ZWF AREA 611,4.022658,-72.88651,POINT (-72.88651 4.022658),GOBIERNO,BPIN 20234989321668,RURAL
ZWF AREA 612,4.724811,-72.683838,POINT (-72.683838 4.724811),ENTIDAD,BPIN 20237605050796,TURISTICO
ZWF AREA 613,4.184161,-72.555649,POINT (-72.555649 4.184161),PARTICULAR,BPIN 20236374469954,TURISTICO
ZWF AREA 614,4.014258,-72.360722,POINT (-72.360722 4.014258),EMPRESA,BPIN 20233686388087,URBANO
ZWF AREA 615,4.088558,-72.658431,POINT (-72.658431 4.088558),GOBIERNO,BPIN 20239562739436,INDUSTRIAL
ZWF AREA 616,4.202843,-72.712298,POINT (-72.712298 4.202843),EMPRESA,BPIN 20234489225848,RURAL
ZWF AREA 617,4.388401,-72.888225,POINT (-72.888225 4.388401),PARTICULAR,BPIN 20231661605019,TURISTICO
ZWF AREA 618,4.562223,-72.986403,POINT (-72.986403 4.562223),EMPRESA,BPIN 20239855954996,INDUSTRIAL
ZWF AREA 619,4.143905,-72.156031,POINT (-72.156031 4.143905),PARTICULAR,BPIN 20236839393576,URBANO
ZWF AREA 620,4.800037,-72.481989,POINT (-72.481989 4.800037),ENTIDAD,BPIN 20234790484668,TURISTICO
ZWF AREA 621,4.191972,-72.171007,POINT (-72.171007 4.191972),GOBIERNO,BPIN 20231168342613,RURAL
ZWF AREA 622,4.307395,-72.669597,POINT (-72.669597 4.307395),ENTIDAD,BPIN 20231058125200,RURAL
ZWF AREA 623,4.374222,-72.6921,POINT (-72.6921 4.374222),PARTICULAR,BPIN 20234070821195,URBANO
ZWF AREA 624,4.649371,-72.693558,POINT (-72.693558 4.649371),EMPRESA,BPIN 20233437728242,INDUSTRIAL
ZWF AREA 625,4.151449,-72.099874,POINT (-72.099874 4.151449),ENTIDAD,BPIN 20239900441464,RURAL
ZWF AREA 626,4.974652,-72.820228,POINT (-72.820228 4.974652),ENTIDAD,BPIN 20231686311479,URBANO
ZWF AREA 627,4.764064,-72.944353,POINT (-72.944353 4.764064),ENTIDAD,BPIN 20231435995108,URBANO
ZWF AREA 628,4.773763,-72.648058,POINT (-72.648058 4.773763),PARTICULAR,BPIN 20234997712207,RURAL
ZWF AREA 629,4.440065,-72.27283,POINT (-72.27283 4.440065),GOBIERNO,BPIN 20231231983757,TURISTICO
ZWF AREA 630,4.96669,-72.097128,POINT (-72.097128 4.96669),PARTICULAR,BPIN 20231996472233,URBANO
ZWF AREA 631,4.171413,-72.024631,POINT (-72.024631 4.171413),EMPRESA,BPIN 20236564740341,RURAL
ZWF AREA 632,4.064395,-72.451198,POINT (-72.451198 4.064395),GOBIERNO,BPIN 20235946481836,RURAL
ZWF AREA 633,4.963814,-72.876827,POINT (-72.876827 4.963814),ENTIDAD,BPIN 20236243987617,TURISTICO
ZWF AREA 634,4.351328,-72.352672,POINT (-72.352672 4.351328),ENTIDAD,BPIN 20238232212026,INDUSTRIAL
ZWF AREA 635,4.823969,-72.679074,POINT (-72.679074 4.823969),EMPRESA,BPIN 20233166743925,TURISTICO
ZWF AREA 636,4.321722,-72.960099,POINT (-72.960099 4.321722),PARTICULAR,BPIN 20238063546089,TURISTICO
ZWF AREA 637,4.856548,-72.718278,POINT (-72.718278 4.856548),GOBIERNO,BPIN 20236541573838,INDUSTRIAL
ZWF AREA 638,4.339822,-72.750665,POINT (-72.750665 4.339822),EMPRESA,BPIN 20234685867652,TURISTICO
ZWF AREA 639,4.334883,-72.27495,POINT (-72.27495 4.334883),PARTICULAR,BPIN 20236505341991,INDUSTRIAL
ZWF AREA 640,4.870694,-72.231949,POINT (-72.231949 4.870694),GOBIERNO,BPIN 20235398006826,TURISTICO
ZWF AREA 641,4.907657,-72.553859,POINT (-72.553859 4.907657),PARTICULAR,BPIN 20239346531457,TURISTICO
ZWF AREA 642,4.909786,-72.832706,POINT (-72.832706 4.909786),ENTIDAD,BPIN 20231582997548,URBANO
ZWF AREA 643,4.202575,-72.422891,POINT (-72.422891 4.202575),ENTIDAD,BPIN 20233207481490,INDUSTRIAL
ZWF AREA 644,4.221087,-72.437307,POINT (-72.437307 4.221087),EMPRESA,BPIN 20235248815208,INDUSTRIAL
ZWF AREA 645,4.354956,-72.913536,POINT (-72.913536 4.354956),ENTIDAD,BPIN 20238956553933,URBANO
ZWF AREA 646,4.043628,-72.421099,POINT (-72.421099 4.043628),EMPRESA,BPIN 20232052333311,RURAL
ZWF AREA 647,4.075356,-72.011577,POINT (-72.011577 4.075356),PARTICULAR,BPIN 20237888226587,INDUSTRIAL
ZWF AREA 648,4.608885,-72.051147,POINT (-72.051147 4.608885),PARTICULAR,BPIN 20233607186791,RURAL
ZWF AREA 649,4.188537,-72.137147,POINT (-72.137147 4.188537),EMPRESA,BPIN 20232801633834,TURISTICO
ZWF AREA 650,4.425126,-72.878475,POINT (-72.878475 4.425126),ENTIDAD,BPIN 20236216320004,URBANO
ZWF AREA 651,4.5032,-72.681377,POINT (-72.681377 4.5032),PARTICULAR,BPIN 20233050555263,INDUSTRIAL
ZWF AREA 652,4.991231,-72.775584,POINT (-72.775584 4.991231),ENTIDAD,BPIN 20238503845491,TURISTICO
ZWF AREA 653,4.548892,-72.064733,POINT (-72.064733 4.548892),EMPRESA,BPIN 20237235598805,TURISTICO
ZWF AREA 654,4.834313,-72.517965,POINT (-72.517965 4.834313),GOBIERNO,BPIN 20239349830566,URBANO
ZWF AREA 655,4.939919,-72.287361,POINT (-72.287361 4.939919),GOBIERNO,BPIN 20232642970626,RURAL
ZWF AREA 656,4.930171,-72.858852,POINT (-72.858852 4.930171),ENTIDAD,BPIN 20236737762438,TURISTICO
ZWF AREA 657,4.784569,-72.612474,POINT (-72.612474 4.784569),GOBIERNO,BPIN 20235365330894,TURISTICO
ZWF AREA 658,4.417183,-72.387917,POINT (-72.387917 4.417183),GOBIERNO,BPIN 20231332065176,TURISTICO
ZWF AREA 659,4.263899,-72.273105,POINT (-72.273105 4.263899),EMPRESA,BPIN 20237157945655,URBANO
ZWF AREA 660,4.949915,-72.391901,POINT (-72.391901 4.949915),EMPRESA,BPIN 20234081309427,TURISTICO
ZWF AREA 661,4.02796,-72.492505,POINT (-72.492505 4.02796),GOBIERNO,BPIN 20239098647038,URBANO
ZWF AREA 662,4.005351,-72.422056,POINT (-72.422056 4.005351),EMPRESA,BPIN 20239510136245,TURISTICO
ZWF AREA 663,4.997427,-72.659683,POINT (-72.659683 4.997427),PARTICULAR,BPIN 20235170219382,TURISTICO
ZWF AREA 664,4.554519,-72.515674,POINT (-72.515674 4.554519),PARTICULAR,BPIN 20237492222874,RURAL
ZWF AREA 665,4.738031,-72.395869,POINT (-72.395869 4.738031),ENTIDAD,BPIN 20233998641992,URBANO
ZWF AREA 666,4.674576,-72.912924,POINT (-72.912924 4.674576),GOBIERNO,BPIN 20232423100065,URBANO
ZWF AREA 667,4.590814,-72.173651,POINT (-72.173651 4.590814),GOBIERNO,BPIN 20235729120972,RURAL
ZWF AREA 668,4.990252,-72.463359,POINT (-72.463359 4.990252),ENTIDAD,BPIN 20234608028513,INDUSTRIAL
ZWF AREA 669,4.07325,-72.748008,POINT (-72.748008 4.07325),ENTIDAD,BPIN 20237657092663,URBANO
ZWF AREA 670,4.906067,-72.566041,POINT (-72.566041 4.906067),EMPRESA,BPIN 20235561590604,URBANO
ZWF AREA 671,4.78551,-72.834646,POINT (-72.834646 4.78551),PARTICULAR,BPIN 20232559175609,TURISTICO
ZWF AREA 672,4.301183,-72.184116,POINT (-72.184116 4.301183),EMPRESA,BPIN 20232555802204,URBANO
ZWF AREA 673,4.315545,-72.86206,POINT (-72.86206 4.315545),ENTIDAD,BPIN 20235947590813,RURAL
ZWF AREA 674,4.688133,-72.551481,POINT (-72.551481 4.688133),EMPRESA,BPIN 20236515689534,RURAL
ZWF AREA 675,4.782213,-72.623997,POINT (-72.623997 4.782213),GOBIERNO,BPIN 20237163327948,RURAL
ZWF AREA 676,4.041579,-72.721738,POINT (-72.721738 4.041579),GOBIERNO,BPIN 20235751376090,INDUSTRIAL
ZWF AREA 677,4.863626,-72.841699,POINT (-72.841699 4.863626),GOBIERNO,BPIN 20233186989744,INDUSTRIAL
ZWF AREA 678,4.18386,-72.234416,POINT (-72.234416 4.18386),PARTICULAR,BPIN 20231169675909,INDUSTRIAL
ZWF AREA 679,4.948839,-72.156245,POINT (-72.156245 4.948839),PARTICULAR,BPIN 20239464104650,URBANO
